id,ctrl.turbo.rah.nobiotin,ctrl.turbo.cyto.nobiotin,ctrl.noturbo.nobiotin,turborah.toxo.r1,turborah.mock.r1,turborah.toxo.r2,turborah.mock.r2,turborah.toxo.r3,turbocyto.toxo.r1,turborah.toxo.r4,turbocyto.toxo.r2,turborah.vs.turbocyto.logFC,turborah.vs.turbocyto.P.Value,turborah.vs.turbocyto.adj.P.Val,turborah.vs.turbocyto.Q.Value,turborah.toxo.vs.mock.logFC,turborah.toxo.vs.mock.P.Value,turborah.toxo.vs.mock.adj.P.Val,turborah.toxo.vs.mock.Q.Value,turborah.toxo.vs.ctrl.logFC,turborah.toxo.vs.ctrl.P.Value,turborah.toxo.vs.ctrl.adj.P.Val,turborah.toxo.vs.ctrl.Q.Value,turbocyto.toxo.vs.ctrl.logFC,turbocyto.toxo.vs.ctrl.P.Value,turbocyto.toxo.vs.ctrl.adj.P.Val,turbocyto.toxo.vs.ctrl.Q.Value,turborah.toxo.vs.all.logFC,turborah.toxo.vs.all.P.Value,turborah.toxo.vs.all.adj.P.Val,turborah.toxo.vs.all.Q.Value,turborah.vs.turbocyto.zscore,turborah.toxo.vs.mock.zscore,turborah.toxo.vs.ctrl.zscore,turbocyto.toxo.vs.ctrl.zscore,id.nodash,accession_number,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,entry_name,X20191014_Toxoplasma_TMT_FullExperiment.unique_peptides,X20191014_Toxoplasma_TMT_FullExperiment.numSpectra,X20191014_Toxoplasma_TMT_FullExperiment.totalIntensity,X20191014_Toxoplasma_TMT_FullExperiment.pct_cov,subcellular.location,gene,Location,toxo_gene_name,toxo_nonsecreted_gene_name,lopit_prediction,has.imputed
P46778,-2.387172330331991,-2.107107435245915,-2.9850194293931644,0.05677506330674051,-0.021698150261181097,0.1407812077184515,0.43689275082623763,0.2362974338986526,0.8076407328399267,0.0444563099042205,1.0067803211054949,-0.7876330232656943,0.023921781381904386,0.042437014375974066,0.042437014375974066,-0.08801979657551197,0.7812502465856683,0.999812317632854,0.999812317632854,2.6126772353640395,1.7409208517272358e-7,3.096495920816635e-7,3.096495920816635e-7,3.400310258629734,6.090739525845884e-8,9.696457325146647e-8,9.696457325146647e-8,-0.9952303235482226,0.02654114107908977,0.07450518986834377,0.07450518986834377,0.2140816377927859,-0.4865745693208921,-0.7427276063086049,-0.8292110380237575,P46778,P46778,1,44,9,9,P46778|G3V1B3,HUMAN,18621.6,42.5,1151,1151.1,131.92,131.92,60S ribosomal protein L21,9,44,18700000000,42.50%,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P49666}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:P49666, ECO:0000269|PubMed:25957688}.",RPL21,Unknown,NA,NA,NA,FALSE
O95340-2,-2.9715745873118555,-2.5164864968489606,-3.2943932119895125,-0.04577458274632655,-0.1463081932446502,0.012456684920401882,-0.08174275786544055,0.05336006545168407,1.2380114873253856,-0.013083640424938836,1.2524873150164735,-1.2435097693707244,7.478594498314667e-4,0.0035100024959112456,0.0035100024959112456,0.11576510735525046,0.6954099953264046,0.999812317632854,0.999812317632854,2.929224397183648,1.7280173699876082e-8,6.532869083496826e-8,6.532869083496826e-8,4.172734166554372,1.8025147655283215e-9,1.6178440680719314e-8,1.6178440680719314e-8,-1.129484293815679,0.00919174305160422,0.058372002858776494,0.058372002858776494,-0.29643108061820433,-0.05095851808591389,-0.41468694931780614,-0.12371480214442036,O95340,O95340-2,1,12,10,9,O95340-2|O95340,HUMAN,70539.6,19.5,1152,1152.1,131.9,120.04,Isoform B of Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,10,12,1430000000,19.50%,NA,PAPSS2,Unknown,NA,NA,NA,FALSE
O43252,-3.136394967585739,-2.859076824874807,-4.043805485934743,-0.211516798807315,-0.21874461133321477,-0.3511007550809503,-0.21887911674913751,-0.0928967119768555,1.4353822668335614,-0.13457525377245927,1.4691278270530357,-1.6497774268526935,2.0987769503942472e-4,0.0017201996768397474,0.0017201996768397474,0.02128948413178111,0.9498298318083277,0.999812317632854,0.999812317632854,3.1489033795557013,3.938314911637439e-8,1.0869676284048665e-7,1.0869676284048665e-7,4.798680806408395,1.7518351197475223e-9,1.6178440680719314e-8,1.6178440680719314e-8,-1.4309655628115172,0.004924705457568994,0.05760728849389117,0.05760728849389117,-0.751389154254627,-0.25291213257226514,-0.18703165368932828,0.44799587867181523,O43252,O43252,1,4,5,4,O43252,HUMAN,71630.6,12.6,1152,1152.2,67.66,55.8,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,4,4,61600000,10.40%,NA,PAPSS1,Unknown,NA,NA,NA,FALSE
Q96CW5,-3.5120642767873287,-2.537982948146168,-4.316745836394309,-0.30871694549180223,-0.380406991671066,-0.2938691532856596,-0.35433617157373454,-0.2276847501398738,1.5328604673147304,-0.2977861627217232,1.5633383946789925,-1.8301136839066259,3.541596778970488e-4,0.0023158048207652846,0.0023158048207652846,0.08535732871263535,0.8302001195147747,0.999812317632854,0.999812317632854,3.1735834341995046,2.6265330261882787e-7,4.3008524818949406e-7,4.3008524818949406e-7,5.003697118106131,8.259519097862944e-9,2.5658359144233554e-8,2.5658359144233554e-8,-1.462742102284226,0.011664828131680072,0.05898671684525215,0.05898671684525215,-0.9533383732118391,-0.115958997530769,-0.16145549216766608,0.6352482859480658,Q96CW5,Q96CW5,1,13,10,10,Q96CW5|Q96CW5-2|A0A087WU06|Q96CW5-3,HUMAN,104368.1,14.1,1153,1153.1,131.66,131.66,Gamma-tubulin complex component 3,10,13,340000000,14.10%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}.",TUBGCP3,Unknown,NA,NA,NA,FALSE
P18084,-3.611216881887945,-3.377820145478071,-4.0486846713421585,0.3078812434542857,0.4267752647643919,0.3244481829785385,0.6349712469446152,0.5225338413189982,0.31332319256899643,0.45931082968375603,0.4009857712731905,0.046389042437801065,0.8741240233989558,0.8974693690921601,0.8974693690921601,-0.127329731495609,0.6646263417787162,0.999812317632854,0.999812317632854,4.082784090594954,2.0815921228570177e-10,7.185740971046215e-9,7.185740971046215e-9,4.036395048157153,2.524565911854006e-9,1.702038637607221e-8,1.702038637607221e-8,-0.48448421341670245,0.21288330245441114,0.28077357200907327,0.28077357200907327,1.1480596825490874,-0.5706045356917802,0.7807572856881533,-0.24824064067106805,P18084,P18084,1,13,10,10,P18084,HUMAN,91361.8,15,1154,1154.1,131.47,131.47,Integrin beta-5,10,13,4500000000,15.00%,SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.,ITGB5,Unknown,NA,NA,NA,FALSE
Q9P2R7,-1.5505640661882993,-1.7162494017104084,-2.6593169703083386,0.3017856932236368,0.05910776704159532,0.2810754342222568,0.2384436515380034,0.24834013201020744,0.5879702931231734,0.2199452511270289,0.7407293092661741,-0.4015631735488912,0.24033128385805136,0.3002366075671299,0.3002366075671299,0.11401091835598318,0.7328837246393769,0.999812317632854,0.999812317632854,2.238163440381465,2.0171993663737007e-6,2.5209403237688325e-6,2.5209403237688325e-6,2.6397266139303563,2.349737522960293e-6,2.689161718597656e-6,2.689161718597656e-6,-0.5503388828386906,0.2140166061299668,0.28128134364323143,0.28128134364323143,0.6464212343161824,-0.05470831932359673,-1.1308396040658717,-1.5238929256526814,Q9P2R7,Q9P2R7,1,14,10,10,Q9P2R7|Q9P2R7-2|A0A0U1RQF8,HUMAN,50658.7,23.5,1155,1155.1,131.24,131.24,Succinate--CoA ligase [ADP-forming] subunit beta mitochondrial,10,14,2740000000,23.50%,"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03220, ECO:0000269|PubMed:15877282, ECO:0000269|PubMed:17287286, ECO:0000269|PubMed:25944712}.",SUCLA2,Unknown,NA,NA,NA,FALSE
Q9UIQ6,-3.70372349464145,-3.489446872992111,-4.704532129923022,0.3105485069405969,0.3484464112633423,0.5096203148172694,0.6639440227077392,0.5383024328533146,0.23543331581318996,0.4736249321024442,0.3291733628296394,0.1757207073569917,0.6152696612910388,0.6690637300377963,0.6690637300377963,-0.04817117030713425,0.8899507632280417,0.999812317632854,0.999812317632854,4.423924879197268,7.112242309944148e-10,1.156528030323652e-8,1.156528030323652e-8,4.2482041718402765,1.2160188320844422e-8,3.102407020318e-8,3.102407020318e-8,-0.33047450962854896,0.46639390046277684,0.5291115242339283,0.5291115242339283,1.2928915047436407,-0.40139308194208756,1.1342845382346025,-0.05478399342041865,Q9UIQ6,Q9UIQ6,1,18,12,12,Q9UIQ6|Q9UIQ6-2|Q9UIQ6-3,HUMAN,117860.4,11.1,1156,1156.1,131.1,131.1,Leucyl-cystinyl aminopeptidase,12,18,1380000000,11.10%,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11389728}; Single-pass type II membrane protein {ECO:0000269|PubMed:11389728}. Note=In brain only the membrane-bound form is found. The protein resides in intracellular vesicles together with GLUT4 and can then translocate to the cell surface in response to insulin and/or oxytocin. Localization may be determined by dileucine internalization motifs, and/or by interaction with tankyrases.; SUBCELLULAR LOCATION: Leucyl-cystinyl aminopeptidase, pregnancy serum form: Secreted. Note=During pregnancy serum levels are low in the first trimester, rise progressively during the second and third trimester and decrease rapidly after parturition.",LNPEP,Unknown,NA,NA,NA,FALSE
Q13283,-3.7771425884244354,-2.736554488470919,-5.480445955078178,-0.9947782424025481,-0.8360954179749233,-0.6961075598321391,-0.765535425786339,-0.7564636054683308,1.7931817233891287,-0.8451856802271877,1.9533803225305273,-2.6964147949423785,1.5617005238564898e-4,0.0014514376022545343,0.0014514376022545343,-0.02231835010192018,0.9667680820681412,0.999812317632854,0.999812317632854,3.1749139053419597,8.179496993012883e-6,9.32633580295335e-6,9.32633580295335e-6,5.871328700284338,4.741948936917534e-8,7.95734784404366e-8,7.95734784404366e-8,-1.8955993730617475,0.01448305449912686,0.061334465101496594,0.061334465101496594,-1.9234640462932882,-0.34612940326003205,-0.16007671301460266,1.427702803573483,Q13283,Q13283,1,15,7,7,Q13283|E5RJU8|Q13283-2|E5RH00,HUMAN,52220.4,19.3,1157,1157.1,130.81,130.81,Ras GTPase-activating protein-binding protein 1,7,15,2230000000,19.30%,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20180778, ECO:0000269|PubMed:30510222}. Perikaryon {ECO:0000250|UniProtKB:P97855}. Cytoplasm, Stress granule {ECO:0000269|PubMed:12642610, ECO:0000269|PubMed:17210633, ECO:0000269|PubMed:20180778, ECO:0000269|PubMed:23953116, ECO:0000269|PubMed:30404792}. Nucleus {ECO:0000269|PubMed:11604510}. Note=Cytoplasmic in proliferating cells (PubMed:11604510). Cytosolic and partially nuclear in resting cells (PubMed:11604510). Recruited to stress granules in response to arsenite treatment (PubMed:12642610, PubMed:20180778). The unphosphorylated form is recruited to stress granules (PubMed:12642610). HRAS signaling contributes to this process by regulating G3BP dephosphorylation (PubMed:12642610). {ECO:0000269|PubMed:11604510, ECO:0000269|PubMed:12642610, ECO:0000269|PubMed:20180778}.",G3BP1,Unknown,NA,NA,NA,FALSE
H7BY58,-2.368639317269644,-2.355033050222424,-3.6471636083280843,0.030636782628680706,-0.02796408985268094,0.08033754831679192,0.19353321560582934,0.05893344174689864,1.0399597798041214,0.16613117312072312,1.0759353048630036,-0.9739378058802887,0.016615387568162287,0.03177493281124535,0.03177493281124535,0.0012251735766993788,0.9973178394553786,0.999812317632854,0.999812317632854,2.8742883950599913,3.028340871024958e-7,4.80303664635604e-7,4.80303664635604e-7,3.84822620094028,7.550708432422762e-8,1.1524077439629733e-7,1.1524077439629733e-7,-1.056722368756863,0.038379298942236524,0.08766858090586507,0.08766858090586507,0.00544857668983507,-0.2958021384861801,-0.47161762001313207,-0.4201053538930335,H7BY58,H7BY58,1,21,7,7,H7BY58|A0A0A0MRJ6|P22061-2|P22061|F6S8N6,HUMAN,30585.6,42.6,1158,1158.1,130.58,130.58,Protein-L-isoaspartate O-methyltransferase,7,21,1340000000,42.60%,NA,PCMT1,Unknown,NA,NA,NA,FALSE
Q5W0V3,-3.941253752743168,-3.1584943343876737,-5.145034350526495,-0.03144905138925348,-0.022624536781555484,0.25307473548173703,0.09645632648970402,0.1692472229946278,1.1062944353581419,0.126793175705218,1.1385690793830132,-0.993015236672495,0.03352779417497027,0.05603978641004171,0.05603978641004171,0.09250062584400795,0.8293515554281327,0.999812317632854,0.999812317632854,4.21101066658386,2.0017613010969997e-8,7.105937546286621e-8,7.105937546286621e-8,5.204025903256356,1.3094609435201204e-8,3.245762368565193e-8,3.245762368565193e-8,-1.0299311315265693,0.07913093374326832,0.13547568261815626,0.13547568261815626,-0.01591524837305365,-0.10068929487299061,0.913639634053836,0.8182193234985412,Q5W0V3,Q5W0V3,1,19,9,9,Q5W0V3|Q5W0V3-2|Q5W0V4,HUMAN,87640.8,16.7,1159,1159.1,130.25,130.25,Protein FAM160B1,9,19,1020000000,16.70%,NA,FAM160B1,Unknown,NA,NA,NA,FALSE
Q04656-3,-3.3523360300993406,-2.935748045135048,-4.451197177459866,0.33913969081787604,0.4367385325212577,0.3449816545212816,0.49897492132876825,0.40571039351012256,0.34600060515555503,0.486782209447985,0.5126840728907421,-0.03518885194883242,0.9249403781966881,0.9411081244178038,0.9411081244178038,-0.07370323985069677,0.8436559999601647,0.999812317632854,0.999812317632854,3.9739139046390677,7.186402647541663e-9,3.717370054531108e-8,3.717370054531108e-8,4.0091027565879,6.142522409231009e-8,9.769700663106959e-8,9.769700663106959e-8,-0.5030455788738454,0.30615621714123964,0.37458462299776263,0.37458462299776263,1.0567048306480213,-0.45597111544648494,0.667934137559497,-0.27316815621413626,Q04656,Q04656-3,1,11,8,8,Q04656-3|Q04656-2|Q04656|Q04656-5|Q04656-4|P35670|P35670-4|B7ZLR4|F5H748|E7ET55|P35670-3|P35670-2|F5H562,HUMAN,173615,7,1160,1160.1,130.17,130.17,Isoform 2 of Copper-transporting ATPase 1,8,11,430000000,7.00%,"SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:10484781, ECO:0000269|PubMed:9147644, ECO:0000269|PubMed:9467005}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:10484781, ECO:0000269|PubMed:9147644}; Multi-pass membrane protein {ECO:0000255}. Note=Cycles constitutively between the trans-Golgi network (TGN) and the plasma membrane (PubMed:9147644). Predominantly found in the TGN and relocalized to the plasma membrane in response to elevated copper levels. {ECO:0000269|PubMed:9147644}.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm, cytosol {ECO:0000305}.; SUBCELLULAR LOCATION: Isoform 5: Endoplasmic reticulum {ECO:0000269|PubMed:9467005}.",ATP7A,Unknown,NA,NA,NA,FALSE
Q5T5Y3-3,-3.934085873169375,-3.008633654675978,-4.874361631870462,-0.3550135271267243,-0.7559799907732724,-0.14204572817458389,-0.6049669243648924,-0.26597291499580455,1.5804862748351467,-0.274806434304584,1.6733752045373087,-1.8863903908366515,3.5963395476514676e-4,0.002317412702800936,0.002317412702800936,0.42101380641865815,0.31433515204800666,0.999812317632854,0.999812317632854,3.679567402088181,6.327802831491915e-8,1.4855625939581644e-7,1.4855625939581644e-7,5.5659577929248325,3.1609225492400335e-9,1.770430626503151e-8,1.770430626503151e-8,-1.2059169332675692,0.03630122184927892,0.08477789899399259,0.08477789899399259,-1.016359737831843,0.6015492504767364,0.3629002224717912,1.1487911548286487,Q5T5Y3,Q5T5Y3-3,1,12,10,10,Q5T5Y3-3|Q5T5Y3|Q5T5Y3-2,HUMAN,180710.7,6.8,1161,1161.1,130.15,130.15,Isoform 3 of Calmodulin-regulated spectrin-associated protein 1,10,12,567000000,6.80%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19508979}. Note=Associates with the minus-end of microtubules (PubMed:24486153, PubMed:24706919). In contrast to CAMSAP2 and CAMSAP3, does not form stretches of decorated microtubule minus-ends (PubMed:24486153, PubMed:24706919). {ECO:0000269|PubMed:19508979, ECO:0000269|PubMed:24486153, ECO:0000269|PubMed:24706919}.",CAMSAP1,Unknown,NA,NA,NA,FALSE
Q96RN5,-3.4647405223687437,-2.9219943905632477,-3.999651627705962,-0.04883454114468273,0.060879878901202965,0.04444310113281207,0.23598333816277978,0.09400605009023316,1.0658585681179542,0.1009606041583734,1.1781853461813079,-1.0743781535904469,0.0043817877812507245,0.011635469437967975,0.011635469437967975,-0.10078780497280736,0.7548943578369726,0.999812317632854,0.999812317632854,3.509772650438502,5.330449628121224e-9,3.152606834254213e-8,3.152606834254213e-8,4.584150804028949,1.6860198922110052e-9,1.6178440680719314e-8,1.6178440680719314e-8,-1.2228097621224383,0.009727827394055073,0.058372002858776494,0.058372002858776494,-0.10702935815934533,-0.513867804947681,0.18694040162054032,0.25205410679096507,Q96RN5,Q96RN5,1,21,8,8,Q96RN5|Q96RN5-2|G3V1P5|Q96RN5-3|F2Z2B7|F8WDM6,HUMAN,87208.4,15.9,1162,1162.1,129.98,129.98,Mediator of RNA polymerase II transcription subunit 15,8,21,1440000000,15.90%,SUBCELLULAR LOCATION: Cytoplasm. Nucleus.,MED15,Unknown,NA,NA,NA,FALSE
Q92769,-3.3871843532007357,-2.888739506393816,-4.182563014526893,-0.19215829260482672,-0.3093538753556351,-0.16813197351946427,-0.07099194736975448,-0.08832523729938449,1.3814425012707179,-0.11136764732093461,1.4427803592999413,-1.552107217971482,4.318756775173156e-4,0.002594962796032794,0.002594962796032794,0.05017712367654231,0.8844061164374035,0.999812317632854,0.999812317632854,3.346166503687662,2.3425813900364058e-8,7.800150435524764e-8,7.800150435524764e-8,4.8982737216591445,1.728366659129496e-9,1.6178440680719314e-8,1.6178440680719314e-8,-1.3619343066087874,0.0076568596219054735,0.05826526968882956,0.05826526968882956,-0.6420133541732851,-0.19116114304723256,0.017393887415925856,0.5389594365171902,Q92769,Q92769,1,17,10,6,Q92769|Q92769-3,HUMAN,55933.8,23.9,1163,1163.1,129.78,84.99,Histone deacetylase 2,10,17,921000000,23.90%,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24970816}. Cytoplasm {ECO:0000269|PubMed:24970816}.,HDAC2,Unknown,NA,NA,NA,FALSE
Q13547,-2.3580803776268064,-1.9755826359669648,-3.1673614692734215,0.014026184301326234,0.0971979127378781,0.21219618085950415,0.5276051273650038,0.025544264166532875,0.8583596440576265,0.02753958951291845,0.9334319845161381,-0.8260692595768118,0.0279549318908984,0.047932860915818186,0.047932860915818186,-0.24257496534137046,0.4832930846610567,0.999812317632854,0.999812317632854,2.5701680489991348,5.569807977656313e-7,7.980796437277132e-7,7.980796437277132e-7,3.3962373085759467,1.6598660659072971e-7,2.270653821659679e-7,2.270653821659679e-7,-1.1384707796282527,0.020289746526276242,0.06744097068877787,0.06744097068877787,0.17103889070746955,-0.81695582434562,-0.7867802566092081,-0.8329310820337775,Q13547,Q13547,1,3,6,2,Q13547,HUMAN,55672.5,13.2,1163,1163.2,74.96,30.17,Histone deacetylase 1,2,3,30000000,5.10%,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10846170}.,HDAC1,Unknown,NA,NA,NA,FALSE
Q8N5K1,-4.45959608463763,-5.756561106267462,-7.776530469080161,0.8647030242909197,0.37021176225895674,0.8960431859005217,0.5707914396826959,0.9341327203337909,-1.4972365698138057,0.8155172526536574,-1.1623297977572542,2.207382229580252,0.002801648401421454,0.008466817952292786,0.008466817952292786,0.40709744482389626,0.5153152141847804,0.999812317632854,0.999812317632854,6.87516159912314,4.301750338000015e-9,2.7458153572554812e-8,2.7458153572554812e-8,4.667779369542887,4.23078692201895e-6,4.729924704953769e-6,4.729924704953769e-6,1.736880628609426,0.04464685596934487,0.09453502988793164,0.09453502988793164,3.5680438468248212,0.5718012643966291,3.6745230904371065,0.32843656670289734,Q8N5K1,Q8N5K1,1,20,8,8,Q8N5K1|D6RCF4|I3L1N9,HUMAN,15506.1,50.3,1164,1164.1,129.71,129.71,CDGSH iron-sulfur domain-containing protein 2,8,20,7560000000,50.30%,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion outer membrane; Single-pass membrane protein. Note=According to PubMed:20010695, it mainly localizes to the endoplasmic reticulum. However, experiments in mouse showed that it mainly localizes to the mitochondrion outer membrane.",CISD2,Unknown,NA,NA,NA,FALSE
Q92734,-3.1188962022546063,-2.7267738855799557,-3.6086040174230773,0.27225901534682795,-0.08442561194059145,0.18251527548726804,0.19963826594163006,0.017036468120842602,0.9201169070676256,0.055203074816874816,1.1855906645002785,-0.9211003273409983,0.009596737716531122,0.02069201000320254,0.02069201000320254,0.07414713144243404,0.8127358356139744,0.999812317632854,0.999812317632854,3.2831781601954995,8.52509545706691e-9,4.149697544065807e-8,4.149697544065807e-8,4.204278487536498,3.5056312275408437e-9,1.8189494544126802e-8,1.8189494544126802e-8,-0.9787066543415177,0.027115712331692916,0.07512895562499355,0.07512895562499355,0.0646185278521627,-0.13992221450227432,-0.04788149671058304,-0.09490367979574439,Q92734,Q92734,1,11,8,8,Q92734|Q92734-2|Q92734-3|Q92734-4,HUMAN,43504.2,34,1165,1165.1,129.49,129.49,Protein TFG,8,11,560000000,34.00%,"SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:27813252}. Note=Localizes to endoplasmic reticulum exit site (ERES), also known as transitional endoplasmic reticulum (tER) (PubMed:27813252, PubMed:21478858). {ECO:0000269|PubMed:21478858, ECO:0000269|PubMed:27813252}.",TFG,Unknown,NA,NA,NA,FALSE
Q9UJZ1,-2.9594578876664306,-3.111917916745322,-3.7940240677972366,0.3593901635330386,0.32169686901848826,0.5435121666752979,0.5013766625691278,0.42001276545385274,0.3759032681238471,0.3067980020745864,0.49094225563934396,-0.025994487447401515,0.932621806430664,0.9457141472282682,0.9457141472282682,-0.004108491359614053,0.9893369715296185,0.999812317632854,0.999812317632854,3.6958948985038576,1.4775577323738804e-9,1.5239566489697676e-8,1.5239566489697676e-8,3.721889385951259,1.3502633148095744e-8,3.295772578644149e-8,3.295772578644149e-8,-0.43753125324120945,0.28065191980629456,0.34893254123656536,0.34893254123656536,1.0670011224764393,-0.30720352305074394,0.3798205531436098,-0.5354955515724591,Q9UJZ1,Q9UJZ1,1,15,9,9,Q9UJZ1|Q9UJZ1-2|A0A087WYB4|F2Z2I8,HUMAN,38647.5,47.1,1166,1166.1,129.37,129.37,Stomatin-like protein 2 mitochondrial,9,15,470000000,47.10%,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10713127, ECO:0000269|PubMed:18641330, ECO:0000269|PubMed:21746876, ECO:0000269|PubMed:22623988}; Peripheral membrane protein {ECO:0000269|PubMed:10713127}. Mitochondrion {ECO:0000269|PubMed:18641330, ECO:0000269|PubMed:19597348, ECO:0000269|PubMed:22623988}. Mitochondrion inner membrane {ECO:0000269|PubMed:17121834, ECO:0000269|PubMed:18339324, ECO:0000269|PubMed:21746876}; Lipid-anchor {ECO:0000269|PubMed:21746876}. Mitochondrion intermembrane space {ECO:0000269|PubMed:17121834}. Membrane raft {ECO:0000269|PubMed:18641330}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10713127, ECO:0000269|PubMed:18641330}. Note=Behaves as an integral membrane protein of the mitochondrion despite the absence of a detectable transmembrane domain (PubMed:21746876). Also associates with the actin cytoskeleton and membrane rafts in activated T-cells (PubMed:18641330, PubMed:10713127). A minor pool is associated with the plasma membrane and is enriched at the immunological synapse in activated T-cells (PubMed:22623988). {ECO:0000269|PubMed:10713127, ECO:0000269|PubMed:18641330, ECO:0000269|PubMed:21746876, ECO:0000269|PubMed:22623988}.",STOML2,Unknown,NA,NA,NA,FALSE
Q8WXA3-2,-2.9214880871929068,-2.90039591720078,-4.175073334461412,0.05859896356648949,-0.009450764157457561,0.18262319502334695,0.13393492642628618,0.1854683002425211,0.9887264961688046,0.1451894576506126,1.1270186671174498,-0.9149026025223845,0.021944866413914473,0.03963667008984125,0.03963667008984125,0.08072789798632829,0.8233634764273797,0.999812317632854,0.999812317632854,3.475289092072443,2.6036123498490048e-8,8.380609495279908e-8,8.380609495279908e-8,4.390191694594828,1.2898947468318068e-8,3.221732398431635e-8,3.221732398431635e-8,-0.9771446836567987,0.051203711339170385,0.10159657211754453,0.10159657211754453,0.07155903835669461,-0.1258549922465745,0.15120478144704796,0.07490083613685182,Q8WXA3,Q8WXA3-2,1,16,11,11,Q8WXA3-2|Q8WXA3|Q8WXA3-3|Q8WXA3-4|Q8WXA3-5|Q5TC51|X6R3F0,HUMAN,70750.7,16.8,1167,1167.1,129.32,129.32,Isoform 2 of RUN and FYVE domain-containing protein 2,11,16,1070000000,16.80%,SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,RUFY2,Unknown,NA,NA,NA,FALSE
Q5VYS8,-3.435726632664261,-2.60534238394773,-4.001224601633225,-0.40049174941187693,-0.6302883786939107,-0.2653956344039045,-0.46966611930426894,-0.12618212795260075,1.4832932522807996,-0.16321105336815442,1.6405788882158774,-1.8007562115324725,1.5829886261373844e-4,0.0014613678573243659,0.0014613678573243659,0.3111571077149556,0.3915665889205401,0.999812317632854,0.999812317632854,3.1086110647976044,9.428895410397246e-8,1.9593337330082236e-7,1.9593337330082236e-7,4.909367276330077,2.742834687527113e-9,1.7403621131038773e-8,1.7403621131038773e-8,-1.2507789625333827,0.015586510478611882,0.06234409941811609,0.06234409941811609,-0.9204624628798135,0.36671663840417135,-0.22878694010209505,0.5490917757451311,Q5VYS8,Q5VYS8,1,11,8,8,Q5VYS8|Q5VYS8-6|Q5VYS8-4|X6R3Q3|Q5VYS8-2|Q5VYS8-3|Q5VYS8-5|Q5VYS9|A0A0C4DFW3,HUMAN,173394.2,6.6,1168,1168.1,128.96,128.96,Terminal uridylyltransferase 7,8,11,333000000,6.60%,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25480299, ECO:0000269|PubMed:30122351}. Note=Expression is pancytoplasmic in contrast with TUT4 expression which is enriched in cytoplasmic ribonucleoprotein granules. {ECO:0000269|PubMed:30122351}.",TUT7,Unknown,NA,NA,NA,FALSE
E7EUC7,-4.044622465846876,-2.5186418077257944,-4.473549024520556,-0.511145034429688,-0.652015044225041,-0.651055893119553,-0.5336499283288988,-0.5380070942131987,1.7347929181210426,-0.6082030742087452,1.7575171423413432,-2.3232578042239886,8.627244348783034e-5,0.0010364939226758718,0.0010364939226758718,0.015729712284173414,0.9710778091199938,0.999812317632854,0.999812317632854,3.1018349920382793,9.727222223098141e-7,1.2976022389882102e-6,1.2976022389882102e-6,5.425092796262268,8.931810071335127e-9,2.641946669735858e-8,2.641946669735858e-8,-1.730425317947019,0.007181102828423972,0.05776860262557628,0.05776860262557628,-1.505584890680863,-0.2647968493069509,-0.23580904495057636,1.0201315886331772,E7EUC7,E7EUC7,1,10,8,8,E7EUC7|A0A087WYS1|Q16851|Q16851-2,HUMAN,57975.4,20.3,1169,1169.1,128.35,128.35,UTP--glucose-1-phosphate uridylyltransferase,8,10,620000000,20.30%,NA,UGP2,Unknown,NA,NA,NA,FALSE
